Hours_Studied	Attendance	Access_to_Resources	Sleep_Hours	Previous_Scores	Tutoring_Sessions	Exam_Score												
19	97	Low	8	54	0	68												
17	65	High	9	79	0	62												
20	80	Medium	5	89	0	67												
10	70	High	9	99	1	65												
23	90	Medium	7	66	2	71												
22	89	High	5	58	4	71												
18	66	Medium	6	68	1	61												
26	95	Medium	4	51	1	70												
13	67	Low	5	70	0	60												
27	92	Medium	10	96	0	70												
21	78	High	6	60	1	67												
18	73	Medium	8	74	3	66												
20	66	Low	7	79	2	63												
19	67	Medium	7	59	3	65												
27	86	Medium	8	67	5	75												
14	82	Medium	4	96	2	66												
15	65	Medium	9	65	1	61												
26	65	Medium	7	82	1	65												
16	63	Medium	6	57	2	61												
25	90	High	8	83	2	73												
30	88	Medium	6	64	1	73												
18	62	Medium	7	62	1	63												
24	82	Medium	7	56	1	67												
13	63	High	8	52	2	62												
25	96	Low	7	98	1	71												
21	96	Medium	5	71	2	70												
23	88	Medium	8	89	0	70												
16	97	Medium	7	96	4	69												
10	92	Medium	4	60	3	66												
23	93	High	7	93	1	72												
8	83	Low	6	85	1	63												
18	72	Medium	8	79	1	65												
26	69	High	6	90	3	71												
21	73	Medium	5	56	5	66												
32	85	Low	9	63	2	69												
26	67	Medium	8	57	0	62												
16	70	High	7	95	1	66												
20	79	Low	8	55	3	66												
20	69	Low	8	99	1	64												
11	84	Medium	7	55	0	63												
14	97	Medium	5	83	0	68												
17	90	Medium	7	83	5	68												
8	87	High	9	97	2	67												
20	83	Low	8	66	1	67												
19	80	High	7	67	2	68												
10	67	Medium	8	92	1	65												
22	96	High	7	99	4	74												
24	70	High	9	52	1	85												
21	64	Medium	9	82	2	64												
18	90	Medium	5	62	3	67												
24	67	High	9	86	2	68												
24	75	Medium	10	89	0	67												
22	61	Medium	8	88	1	65												
15	65	High	8	72	2	63												
22	67	Medium	6	58	1	64												
27	62	Low	6	79	0	62												
16	86	High	7	89	1	68												
33	93	Medium	6	96	0	75												
17	75	Low	5	73	0	63												
20	95	Low	7	62	2	68												
16	69	Medium	8	56	2	63												
21	73	High	5	90	0	68												
10	66	High	7	77	0	62												
17	85	Medium	7	84	3	67												
13	77	High	7	58	2	66												
21	85	Medium	8	50	1	65												
26	90	Medium	8	98	0	69												
24	82	Medium	6	91	2	70												
6	85	Medium	9	70	0	64												
32	97	Medium	8	73	0	75												
22	72	Low	9	96	1	66												
15	74	Low	7	60	2	62												
21	89	Medium	7	90	4	70												
21	84	High	7	51	0	68												
16	67	High	9	94	1	66												
21	75	High	7	79	0	65												
16	79	Medium	7	74	3	68												
18	77	Medium	10	85	2	68												
16	67	Medium	5	53	2	62												
11	97	Medium	8	60	2	66												
21	90	Low	7	70	2	68												
24	79	Medium	7	81	0	69												
23	87	Low	6	57	2	67												
25	96	High	6	69	3	74												
22	65	Medium	6	63	2	61												
17	70	Medium	8	82	2	64												
25	82	Medium	8	96	1	69												
12	92	Medium	4	58	2	66												
15	61	Medium	5	59	0	61												
14	99	Medium	8	80	3	71												
26	78	High	8	73	2	71												
26	74	Medium	5	86	2	69												
23	72	Medium	8	64	1	66												
26	67	Medium	7	77	2	64												
15	92	Medium	8	69	1	68												
22	98	Medium	6	64	0	71												
19	77	Medium	5	86	0	66												
25	98	Medium	7	90	1	94												
19	93	High	7	66	1	68												
18	79	Medium	7	81	1	66												
23	87	Low	6	59	4	70												
25	77	Medium	10	90	1	68												
16	82	Low	4	64	1	65												
20	62	Medium	6	59	3	64												
14	88	Medium	6	97	0	69												
5	62	High	7	71	1	59												
21	93	Medium	8	82	2	70												
24	93	Low	8	90	0	72												
22	69	Medium	9	84	0	64												
8	73	High	8	78	0	63												
18	79	Medium	4	69	2	67												
7	84	Medium	5	96	1	62												
28	71	Medium	9	57	1	69												
13	84	Medium	9	94	3	66												
28	72	Low	8	85	4	66												
26	62	Medium	6	79	1	63												
15	60	Medium	7	66	2	62												
13	64	High	6	57	1	58												
22	92	Low	5	72	0	67												
15	98	Medium	7	89	2	68												
21	77	Medium	10	87	1	67												
17	81	Medium	6	82	3	67												
9	66	Medium	9	100	3	62												
7	82	High	6	99	2	66												
21	66	Medium	5	70	1	65												
17	84	High	8	60	0	67												
17	97	Low	7	73	1	69												
24	68	High	9	92	1	67												
27	91	Medium	9	73	0	69												
18	61	Low	7	67	2	62												
18	75	Medium	9	87	3	67												
23	64	Low	6	83	0	63												
12	74	Medium	6	98	2	65												
21	67	Medium	9	77	3	66												
23	75	High	5	98	3	71												
24	77	High	7	65	1	70												
8	72	High	9	93	4	68												
15	86	Medium	9	68	0	67												
15	97	High	6	90	2	71												
21	76	Medium	9	96	1	65												
23	68	Medium	5	81	1	64												
29	71	Medium	6	86	1	69												
17	94	Low	7	98	1	68												
17	83	Low	8	69	4	67												
27	78	Medium	5	76	1	71												
22	66	Low	10	95	1	64												
28	78	High	4	84	2	69												
22	71	High	7	94	1	68												
13	98	Low	7	81	1	69												
12	95	Medium	4	87	0	67												
11	63	High	9	51	0	58												
24	81	Medium	6	67	0	66												
27	69	High	7	89	2	69												
31	76	High	7	70	3	70												
25	95	Low	5	68	1	70												
27	81	Low	5	98	0	70												
17	73	High	9	78	0	66												
13	68	High	7	60	1	61												
25	92	Medium	4	74	3	71												
23	85	Low	7	76	2	69												
21	79	Medium	7	99	2	69												
22	69	Medium	7	86	0	65												
22	73	High	4	76	3	69												
28	98	High	7	72	1	74												
28	81	Medium	6	96	2	71												
23	76	Medium	7	82	0	68												
25	81	High	8	68	0	69												
23	91	Medium	8	73	3	68												
17	74	Low	9	64	2	63												
25	67	Medium	10	98	0	68												
12	83	Medium	5	85	2	67												
26	87	High	6	70	3	71												
13	89	High	8	59	0	66												
22	95	Medium	7	59	2	69												
15	75	Medium	4	74	3	68												
23	63	Medium	7	73	1	63												
20	98	Medium	9	71	0	69												
10	77	High	5	93	3	66												
23	85	Medium	7	99	1	71												
17	87	High	4	68	2	68												
25	82	Medium	8	65	0	69												
20	68	Medium	7	89	0	65												
22	90	Low	6	72	0	68												
14	92	Medium	6	61	0	67												
16	82	Medium	5	59	1	65												
17	80	Medium	9	64	1	65												
25	65	Low	6	50	2	64												
30	63	High	8	97	1	69												
15	74	Low	6	72	2	64												
26	72	Medium	10	54	2	66												
7	98	Low	9	58	2	65												
13	91	Medium	10	66	2	69												
14	86	Medium	10	78	3	66												
12	81	Medium	6	85	0	64												
10	67	Medium	6	65	1	61												
22	99	Medium	10	98	1	72												
19	75	Medium	7	88	1	67												
22	64	Medium	8	91	0	63												
24	80	High	6	66	1	69												
22	95	High	6	69	3	70												
24	95	High	8	77	1	71												
20	60	Low	4	73	0	60												
13	95	High	8	63	3	70												
26	71	High	8	100	1	69												
16	62	High	6	92	0	63												
14	94	Medium	7	62	2	69												
19	95	Medium	7	95	0	71												
15	84	High	7	79	1	68												
17	83	High	8	51	0	64												
22	93	Medium	6	67	0	68												
22	91	Medium	10	51	2	69												
15	96	Low	7	54	0	65												
17	82	Medium	7	59	3	68												
26	99	High	10	74	1	74												
23	100	Low	4	69	0	72												
32	65	Medium	10	57	1	67												
27	94	High	7	70	1	73												
27	80	Medium	6	65	1	68												
12	76	Low	5	71	0	61												
25	85	High	5	59	3	70												
20	62	Low	6	80	1	62												
17	80	Medium	7	52	2	67												
21	95	High	8	69	0	69												
26	69	High	7	95	0	93												
23	77	High	6	71	3	68												
15	98	Medium	9	72	1	69												
24	77	Medium	10	53	2	68												
16	74	High	9	80	0	64												
21	78	Medium	6	97	0	69												
18	81	Medium	8	65	2	66												
19	85	Medium	8	70	4	68												
25	92	Medium	9	79	3	72												
14	78	Medium	6	55	2	63												
32	93	Medium	6	98	0	73												
9	81	Medium	9	73	1	65												
16	74	High	8	56	1	65												
22	86	Medium	5	67	0	68												
24	89	Medium	8	69	3	70												
19	82	Medium	10	67	0	65												
20	62	Medium	6	85	2	66												
22	67	High	6	67	1	66												
19	71	High	7	66	2	65												
28	71	High	8	66	2	69												
25	87	High	7	89	1	69												
25	61	High	9	65	2	64												
14	90	Medium	7	51	1	66												
20	71	Medium	9	68	1	63												
18	72	Medium	6	64	4	68												
14	81	Medium	5	95	2	68												
22	69	Medium	6	74	1	65												
17	95	Medium	5	62	1	69												
24	63	Medium	8	99	2	66												
14	78	Medium	4	62	1	63												
30	94	Medium	6	88	2	72												
15	85	Medium	7	82	2	67												
21	72	High	5	73	1	67												
25	77	Medium	7	70	0	68												
17	88	High	7	94	2	71												
25	99	High	9	74	1	73												
13	96	Medium	5	69	2	68												
29	74	Medium	8	68	0	69												
20	100	Medium	8	64	0	69												
16	60	High	7	70	3	63												
18	61	Medium	6	56	3	62												
25	93	Medium	5	53	0	70												
16	68	Medium	10	77	1	66												
16	62	Medium	7	73	3	62												
19	69	High	7	59	2	64												
13	77	Medium	10	55	2	63												
31	89	Medium	7	57	1	71												
17	85	Medium	10	66	1	67												
25	70	High	5	73	2	67												
21	80	High	7	60	1	67												
14	97	Medium	5	88	2	71												
20	93	Medium	7	60	0	69												
25	73	Medium	7	56	2	93												
19	99	Medium	6	100	1	72												
27	88	High	7	72	1	71												
26	62	Medium	6	59	1	63												
26	61	Low	7	95	0	65												
17	67	Medium	6	62	0	61												
14	89	Low	9	96	2	66												
16	67	Medium	5	56	1	61												
21	80	Medium	7	92	1	67												
23	64	Low	5	59	3	64												
7	97	High	6	97	3	69												
20	74	Medium	6	79	1	64												
21	96	Medium	7	59	2	70												
18	98	Medium	7	92	2	73												
28	60	Medium	5	70	0	63												
23	79	Medium	6	87	2	68												
28	61	Low	6	82	0	64												
19	96	Low	5	86	3	69												
26	81	Medium	9	67	3	69												
30	63	Low	5	97	2	67												
28	64	Low	7	78	3	69												
13	75	High	10	54	1	62												
18	98	Medium	9	53	0	66												
18	88	Medium	8	87	2	68												
23	95	Low	7	92	1	71												
24	75	Low	8	85	1	66												
15	62	High	8	64	2	62												
20	99	Low	9	61	1	68												
8	61	Low	7	78	0	59												
29	98	Medium	9	60	0	70												
17	75	Low	7	69	1	66												
20	60	Medium	10	81	3	65												
18	88	Medium	7	64	0	66												
27	99	Medium	5	69	2	73												
3	99	Low	7	68	2	65												
20	66	High	8	73	0	65												
19	67	Medium	9	84	0	64												
17	83	Medium	6	89	0	69												
30	85	Medium	4	83	2	74												
15	90	High	8	51	2	68												
25	67	Medium	8	95	0	65												
22	98	High	5	79	2	72												
28	86	Medium	7	96	2	71												
16	94	Medium	7	98	0	69												
16	82	High	8	73	3	67												
27	77	High	6	96	0	71												
23	99	Low	6	68	1	68												
11	83	Medium	7	63	3	63												
17	95	Medium	5	54	2	69												
22	98	Low	10	73	1	68												
25	87	High	8	84	2	73												
16	82	Medium	6	99	3	69												
3	60	Medium	5	76	0	58												
23	62	Low	5	87	1	65												
13	68	Medium	8	95	2	63												
8	67	Low	5	77	1	59												
3	70	Medium	7	58	0	58												
25	72	Medium	4	92	1	66												
21	74	High	8	79	0	67												
19	77	Medium	8	88	3	67												
28	64	Medium	7	83	2	67												
24	62	Low	7	53	0	65												
30	87	Medium	8	58	1	71												
12	81	Medium	7	64	2	66												
20	78	High	8	64	2	68												
10	85	High	5	92	0	65												
19	93	High	8	80	1	71												
19	77	Low	7	54	2	64												
24	86	High	9	69	1	72												
20	98	Low	7	78	4	69												
24	94	Medium	7	63	1	70												
24	77	Medium	6	52	0	66												
33	86	Medium	9	69	0	70												
18	67	Low	4	73	0	62												
14	82	Medium	8	95	1	66												
21	99	Low	7	95	2	70												
15	81	Low	7	75	1	63												
29	97	Medium	7	74	1	73												
18	76	High	7	82	2	70												
17	100	High	8	63	1	71												
17	83	Medium	6	64	1	65												
24	62	Low	7	50	1	64												
19	83	Low	8	54	1	66												
16	71	Low	6	59	1	82												
30	61	High	8	82	2	68												
15	93	Medium	8	61	1	67												
20	71	High	6	56	5	68												
24	92	High	5	81	2	69												
10	72	Medium	6	83	0	63												
23	68	High	7	53	3	66												
14	99	Medium	7	89	0	68												
25	74	Medium	9	80	4	71												
14	84	High	6	70	2	69												
24	84	Medium	6	99	1	70												
27	82	Medium	8	51	3	70												
25	97	Medium	6	77	1	73												
22	87	High	6	58	0	68												
19	76	Low	6	66	1	65												
17	94	High	4	57	4	72												
29	67	Low	8	83	2	67												
16	82	Medium	8	70	4	68												
14	98	Medium	8	99	0	69												
24	85	Medium	10	83	1	70												
15	93	Medium	9	96	1	69												
14	86	High	6	62	1	68												
11	94	Medium	9	66	2	65												
17	98	High	7	68	1	70												
20	71	Low	6	92	1	65												
21	67	Low	6	61	0	61												
26	79	Low	7	97	1	69												
23	88	Low	7	52	0	67												
19	69	Medium	9	94	1	65												
19	60	Medium	8	73	3	63												
23	74	High	6	76	0	67												
28	99	Low	5	100	6	76												
21	88	Medium	8	94	0	70												
17	76	High	8	95	1	67												
14	68	High	9	79	2	66												
11	74	High	7	98	1	65												
24	67	High	8	84	0	65												
23	64	Medium	8	91	2	63												
23	96	High	5	86	3	74												
19	100	High	7	89	2	72												
28	67	High	8	82	1	68												
17	62	Low	8	86	2	62												
26	73	High	7	72	1	65												
20	78	Medium	10	85	1	69												
16	68	Low	10	64	2	61												
24	72	Medium	7	82	2	67												
22	68	High	7	76	1	66												
22	91	Medium	8	95	1	70												
20	89	High	7	84	5	72												
20	85	Low	9	80	3	69												
34	75	Medium	5	66	0	68												
27	96	Medium	7	93	2	74												
24	99	Medium	8	53	1	70												
21	67	Medium	9	95	1	67												
26	69	Medium	5	83	4	68												
23	81	Low	6	59	2	69												
20	64	Low	4	95	4	66												
18	77	Low	6	66	3	66												
20	83	High	5	58	1	68												
1	81	Medium	8	66	1	60												
21	73	Medium	7	98	0	69												
17	82	Medium	7	88	1	66												
30	98	High	7	96	1	77												
20	68	Low	9	65	1	63												
13	86	Low	5	54	3	66												
20	62	Medium	4	78	1	64												
14	63	High	8	74	1	63												
23	82	Medium	6	86	0	68												
22	64	Medium	5	77	1	65												
26	61	Medium	8	70	1	65												
15	67	High	4	50	0	64												
20	83	Medium	6	73	0	68												
12	88	Medium	4	56	0	62												
24	68	Medium	7	96	1	67												
23	87	High	9	96	1	73												
23	67	High	6	90	2	69												
20	85	Medium	6	58	0	65												
22	76	Medium	10	57	1	66												
30	86	Medium	8	78	4	73												
18	100	Medium	10	86	1	72												
21	98	Medium	7	95	3	72												
13	60	High	7	95	1	61												
15	95	Medium	9	58	2	69												
21	63	Medium	7	100	1	66												
27	98	High	7	58	1	74												
18	71	Low	4	92	1	64												
19	75	High	10	79	1	66												
18	64	Medium	8	84	2	64												
17	64	High	7	80	3	66												
22	89	High	8	93	2	72												
11	98	High	5	82	1	71												
28	84	Medium	6	92	1	70												
16	89	Medium	8	58	2	67												
24	90	High	7	93	1	71												
12	71	Low	8	100	2	63												
24	62	High	7	83	1	64												
24	60	Medium	8	99	2	64												
22	74	Low	5	61	1	65												
14	70	Medium	9	91	2	65												
21	62	Low	6	58	2	62												
13	67	High	7	76	2	65												
18	65	High	6	83	1	64												
26	97	Medium	7	83	2	74												
25	66	High	7	84	2	67												
20	82	Medium	8	66	0	66												
14	84	High	8	99	3	70												
24	82	High	8	50	0	68												
20	64	Medium	6	81	0	64												
6	73	Medium	8	93	0	58												
25	62	Medium	7	95	1	65												
20	76	High	7	86	2	68												
27	68	Medium	8	79	2	64												
